,claimReview_author,claimReview_author_name,claimReview_author_url,claimReview_claimReviewed,claimReview_datePublished,claimReview_source,claimReview_url,creativeWork_author_name,creativeWork_author_sameAs,creativeWork_datePublished,extra_body,extra_entities_author,extra_entities_body,extra_entities_claimReview_claimReviewed,extra_entities_keywords,extra_refered_links,extra_tags,extra_title,rating_alternateName,rating_bestRating,rating_ratingValue,rating_worstRating
873,,,,"There are 26,911 words in the EU regulations on the sale of cabbages.
",,,https://fullfact.org/online/cabbage-myth/,,,,,,,,,,,"The cabbage myth returns: EU cabbage regulations don’t have 26,911 words","This is false. It’s a long-running myth that has been around since the 1951, and was originally about a USA government agency.
",,,
874,,,,"The EU is the only place where free ports don’t really exist.
",,,https://fullfact.org/europe/free-ports/,,,,,,,,,,,"What’s a free port, and does the EU have them?","Free ports do exist within the EU, although in a more limited form than elsewhere in the world.
",,,
875,,,,"The EU has stopped the UK from having free ports.
",,,https://fullfact.org/europe/free-ports/,,,,,,,,,,,"What’s a free port, and does the EU have them?","Incorrect. Free ports exist within the EU. The UK had free ports until 2012. However, EU law means free ports exist in a more limited form than elsewhere in the world.
",,,
876,,,,“The EU is the only place where these [free ports] really don’t exist…”,,,https://fullfact.org/europe/free-ports/,,,,,,,,,,,"What’s a free port, and does the EU have them?",No verdict for Individual claims,,,
877,,,,"“[We can] use that opportunity of Brexit to do the kind of things that we’ve been precluded from doing for decades, including free ports…”",,,https://fullfact.org/europe/free-ports/,,,,,,,,,,,"What’s a free port, and does the EU have them?",No verdict for Individual claims,,,
878,,,,"EU regulation means kipper sellers must package their kippers in ice.
",,,https://fullfact.org/europe/boris-johnsons-kipper-claim-red-herring/,,,,,,,,,,,Boris Johnson’s kipper claim is a red herring,"This is incorrect. The EU does not set any requirements on the temperature at which smoked fish must be transported. The temperature requirement is a UK regulation.
",,,
879,,,,"“I want you to consider this kipper which has been presented to me just now by the editor of a national newspaper who received it from a kipper smoker in the Isle of Man who is utterly furious because, after decades of sending kippers like this through the post, he has had his costs massively increased by Brussels bureaucrats who have insisted that each kipper must be accompanied by this, a plastic ice pillow .”",,,https://fullfact.org/europe/boris-johnsons-kipper-claim-red-herring/,,,,,,,,,,,Boris Johnson’s kipper claim is a red herring,No verdict for Individual claims,,,
880,,,,"The overwhelming majority of other EU countries have no steel industry to protect.
",,,https://fullfact.org/europe/eu-steel-industry/,,,,,,,,,,,Does most of the EU have no steel industry?,"Incorrect. Seven EU countries produce more steel than the UK, including large economies like Germany, Italy, and France. The UK is responsible for 4% of the EU’s crude steel production.
",,,
881,,,,"If the UK were in a customs union with the EU, we’ll be reliant on the European Union to protect our steel industry.
",,,https://fullfact.org/europe/eu-steel-industry/,,,,,,,,,,,Does most of the EU have no steel industry?,"Being in a customs union with the EU means we have to apply the same tariffs on steel imports as the rest of the EU does.
",,,
882,,,," “If (Labour MPs) want to protect UK industries such as the steel industry from unfair dumping at below market prices, they should bear in mind that if we’re in a customs union they’ll be reliant on the European Union to protect our industry. And the overwhelming majority of the remaining EU27 probably quite like buying Chinese steel or whatever below world prices because they have no steel industry to protect.”",,,https://fullfact.org/europe/eu-steel-industry/,,,,,,,,,,,Does most of the EU have no steel industry?,No verdict for Individual claims,,,
883,,,,"A £20 billion funding increase to the NHS will be paid for in part through the ‘Brexit dividend’.
",,,https://fullfact.org/europe/does-brexit-dividend-exist/,,,,,,,,,,,Does the ‘Brexit dividend’ exist?,"There is no guaranteed extra money to pay for increased NHS funding from stopping our payments to the EU budget. Other costs associated with Brexit are expected to outweigh the savings.
",,,
884,,,,“We must fund [the £20 billion boost to NHS spending]. That will be through the Brexit dividend. The fact we are no longer sending vast amounts of money every year to the EU once we leave the EU. As a country we will be contributing a bit more.,,,https://fullfact.org/europe/does-brexit-dividend-exist/,,,,,,,,,,,Does the ‘Brexit dividend’ exist?,No verdict for Individual claims,,,
885,,,,“Some of the extra funding I'm promising today will come from using the money we will no longer spend on our annual membership subscription to the European Union after we have left.,,,https://fullfact.org/europe/does-brexit-dividend-exist/,,,,,,,,,,,Does the ‘Brexit dividend’ exist?,No verdict for Individual claims,,,
886,,,,"The EU’s accounts haven’t been signed off for years.
",,,https://fullfact.org/europe/did-auditors-sign-eu-budget/,,,,,,,,,,,Is the EU’s budget ‘signed off’ by auditors?,"Auditors say the accounts have been accurate since 2007. But they have historically recorded significant errors in how money is paid since their first audit in 1995. In the most recent year, they found a significant part of the EU’s spending was largely error-free for the first time.
",,,
887,,,,"After leaving the EU, we will take back control of roughly £350 million per week.
",,,https://fullfact.org/europe/350-million-week-boris-johnson-statistics-authority-misuse/,,,,,,,,,,,"£350 million EU claim ""a clear misuse of official statistics""","This is wrong, it’s more like £250 million a week. In any case the impact on the economy from changes to trade after leaving the EU is likely to be far bigger than savings from the UK’s membership fee.
",,,
888,,,,"And yes – once we have settled our accounts, we will take back control of roughly £350 million per week. It would be a fine thing, as many of us have pointed out, if a lot of that money went on the NHS”",,,https://fullfact.org/europe/350-million-week-boris-johnson-statistics-authority-misuse/,,,,,,,,,,,"£350 million EU claim ""a clear misuse of official statistics""",No verdict for Individual claims,,,
889,,,,"In three months we fell from being the fastest growing economy in the G7 to the slowest growing in the group.
",,,https://fullfact.org/economy/brexit-uk-economy-growing-or-slowing/,,,,,,,,,,,Brexit: is the UK economy growing or slowing?,"The UK was the fastest growing economy in the G7 in the last three months of 2016. It dropped to one of the three slowest in the first three months of this year, sitting alongside Italy and the USA at the bottom of the pile.
",,,
890,,,,"The Treasury forecast a recession if the UK voted to leave the EU.
",,,https://fullfact.org/economy/brexit-uk-economy-growing-or-slowing/,,,,,,,,,,,Brexit: is the UK economy growing or slowing?,"That’s correct.
",,,
891,,,,"“Forecasts from [the Treasury] said immediately after the vote to leave in the referendum there would be a minus, there would be a reduction in the size of the British economy in the last quarter and the current quarter. What happened? We were one of the fastest growing nations in the G7 in that time.”",,,https://fullfact.org/economy/brexit-uk-economy-growing-or-slowing/,,,,,,,,,,,Brexit: is the UK economy growing or slowing?,No verdict for Individual claims,,,
892,,,,“David... just this week it’s been revealed that we have plummeted as a country from the fastest-growing economy amongst developed economies to the slowest in a three-month period”,,,https://fullfact.org/economy/brexit-uk-economy-growing-or-slowing/,,,,,,,,,,,Brexit: is the UK economy growing or slowing?,No verdict for Individual claims,,,
893,,,,"Mobile roaming fees could return for Brits in the EU after Brexit after Theresa May confirms exit from bloc’s digital market.
",,,https://fullfact.org/europe/roaming-fees-brexit/,,,,,,,,,,,Mobile roaming fees could be back after Brexit,"Correct. EU regulations mean we can’t currently be charged roaming fees within the EU. After Brexit, we'll no longer be subject to these regulations. It’s unclear if UK mobile companies will bring back roaming charges, nor if a UK-EU roaming regulation agreement can be reached.
",,,
894,,,,“Mobile roaming fees could return for Brits in the EU after Brexit after Theresa May confirms exit from bloc’s digital market”,,,https://fullfact.org/europe/roaming-fees-brexit/,,,,,,,,,,,Mobile roaming fees could be back after Brexit,No verdict for Individual claims,,,
895,,,,"Halting changes to the Personal Independence Payment will create a £4.4 billion “black hole” in the budget. 
",,,https://fullfact.org/economy/does-george-osborne-have-44bn-black-hole-his-budget/,,,,,,,,,,,Does George Osborne have a £4.4bn black hole in his budget?,"£4.4 billion isn’t a helpful way to describe the budget’s “black hole” caused by the withdrawal of the changes—it adds up all the spending over the five years to 2020/21. Dropping the policy will make public finances £1.3 billion worse off than they would have been by the end of the Parliament. And the government was already relying on £3.5 billion other savings that have yet to be identified. 
",,,
